strategy,question,gold_doc_id,top1_doc_id,top5_doc_ids,hit_at_1,hit_at_3,hit_at_5,mrr,ndcg_at_5,rag_keyword_recall,baseline_keyword_recall,rag_answer,baseline_answer
hybrid_rrf,宿舍空调坏了从哪里报修？,KB012,KB012,KB012|KB074|KB073|KB014|KB042,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「宿舍报修流程」的说明：宿舍报修流程。宿舍水电、门锁、空调、家具等设施损坏时，可通过后勤服务平台提交报修单，填写宿舍楼栋、房间号、故障描述和联系方式。紧急故障可拨打后勤值班电话。维修完成后学生可对服务进行评价。
同时可参考：宿舍空调问题怎么处理[KB074]；宿舍设施损坏如何线上报修[KB073]；宿舍调换申请[KB014]；宿舍水电费查询[KB042]。
来源：后勤服务手册，引用编号：[KB012]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,宿舍晚归需要登记吗？,KB013,KB013,KB013|KB075|KB060|KB043|KB076,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「宿舍门禁时间」的说明：宿舍门禁时间。学生宿舍门禁时间通常为23:00至次日6:00。晚归学生需在宿管处登记原因。因实习、竞赛、实验等原因需要长期晚归的，应提前向辅导员和宿舍管理中心备案。
同时可参考：宿舍门禁和晚归异常怎么办[KB075]；失物招领登记[KB060]；宿舍卫生检查[KB043]；宿舍卫生和安全检查要注意什么[KB076]。
来源：学生宿舍管理规定，引用编号：[KB013]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,校园网认证失败怎么处理？,KB016,KB016,KB016|KB015|KB059|KB017|KB080,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「校园网故障处理」的说明：校园网故障处理。遇到校园网无法连接、认证失败或网速异常时，建议先检查网线、无线信号和账号状态，再重启终端网络连接。若问题仍存在，可通过网络报修系统提交故障单，并附上宿舍号、联系方式和错误截图。
同时可参考：校园网账号开通[KB015]；校园无线网络连接[KB059]；统一身份认证密码重置[KB017]；校园卡有哪些充值方式[KB080]。
来源：网络信息中心服务指南，引用编号：[KB016]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,忘记统一身份认证密码怎么办？,KB017,KB017,KB017|KB015|KB059|KB049|KB082,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「统一身份认证密码重置」的说明：统一身份认证密码重置。忘记统一身份认证密码时，可通过认证平台的找回密码功能使用绑定手机号或邮箱重置。若绑定信息不可用，需本人携带学生证或身份证到网络信息中心人工重置。
同时可参考：校园网账号开通[KB015]；校园无线网络连接[KB059]；就业信息网账号[KB049]；校园卡密码和消费限额怎么改[KB082]。
来源：网络信息中心服务指南，引用编号：[KB017]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,申请奖学金不能有什么记录？,KB018,KB018,KB018|KB109|KB110|KB115|KB112,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「奖学金申请条件」的说明：奖学金申请条件。综合奖学金一般根据学生上一学年课程成绩、综合测评、思想品德和违纪情况评定。申请人原则上不得有考试作弊、严重违纪或必修课不及格记录。具体名额和细则以学院年度通知为准。
同时可参考：奖学金评审一般看哪些条件[KB109]；国家奖学金和国家励志奖学金有什么区别[KB110]；荣誉称号和评优材料怎么准备[KB115]；临时困难补助什么时候可以申请[KB112]。
来源：学生资助与评优指南，引用编号：[KB018]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,国家助学金需要提交哪些材料？,KB019,KB019,KB019|KB046|KB110|KB112|KB111,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「助学金申请材料」的说明：助学金申请材料。申请国家助学金通常需提交家庭经济困难认定申请表、个人承诺书和相关证明材料。学院会结合民主评议、系统信息和家庭情况进行审核。通过审核后资助款项按学校财务安排发放。
同时可参考：家庭经济困难认定[KB046]；国家奖学金和国家励志奖学金有什么区别[KB110]；临时困难补助什么时候可以申请[KB112]；家庭经济困难认定怎么做[KB111]。
来源：学生资助与评优指南，引用编号：[KB019]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,就业推荐表遗失可以补办吗？,KB021,KB021,KB021|KB027|KB049|KB079|KB116,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「就业推荐表办理」的说明：就业推荐表办理。毕业生就业推荐表由学院审核学生基本信息、成绩和在校表现后统一办理。学生需确认个人信息无误，并按就业指导中心通知完成线上申请和纸质盖章。推荐表遗失后补办需提交书面说明。
同时可参考：学生证补办[KB027]；就业信息网账号[KB049]；校园卡丢失后如何挂失和补办[KB079]；就业指导中心主要提供哪些服务[KB116]。
来源：就业指导服务手册，引用编号：[KB021]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,大学生创新创业项目什么时候需要中期材料？,KB023,KB023,KB023|KB022|KB106|KB068|KB107,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「创新创业项目申报」的说明：创新创业项目申报。学校通常每年组织大学生创新创业训练计划项目申报。学生团队需提交项目申报书、指导教师意见和成员分工。立项后应按阶段提交中期检查和结题材料，项目经费需按财务规定使用。
同时可参考：实习证明开具[KB022]；参加挑战杯和创业竞赛看哪里[KB106]；因病申请缓考需要哪些材料[KB068]；社会实践项目怎么申报结项[KB107]。
来源：创新创业学院指南，引用编号：[KB023]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,校医院看病要带什么？,KB024,KB024,KB024|KB095|KB091|KB050|KB076,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「校医院就诊流程」的说明：校医院就诊流程。学生在校医院就诊需携带校园卡或医保凭证，先挂号再到对应科室就诊。急诊可直接到急诊窗口处理。需要转诊时，应按校医院医生意见办理转诊手续，并保存相关票据。
同时可参考：校医院专科门诊有哪些注意事项[KB095]；校医院门诊和急诊时间怎么查[KB091]；医保报销流程[KB050]；宿舍卫生和安全检查要注意什么[KB076]。
来源：校园生活服务指南，引用编号：[KB024]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,借教室办讲座需要什么流程？,KB030,KB030,KB030|KB053|KB055|KB110|KB104,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「教室借用申请」的说明：教室借用申请。学生组织开展班会、讲座或社团活动需要借用教室时，应通过教室借用系统提交申请，填写活动主题、时间、人数和负责人。申请需经指导老师或学院审核，严禁私自占用教学场所。
同时可参考：在读证明办理[KB053]；大型活动安全备案[KB055]；国家奖学金和国家励志奖学金有什么区别[KB110]；社团活动如何备案和发布[KB104]。
来源：校园活动管理指南，引用编号：[KB030]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,挂科后想重修应该在哪里报名？,KB033,KB033,KB033|KB001|KB058|KB072|KB067,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「重修报名流程」的说明：重修报名流程。学生必修课不及格或希望提高成绩时，可在学校规定的重修报名时间内登录教务系统提交重修申请。重修课程应优先选择与原课程代码一致的教学班，若课程停开需咨询学院教学秘书确认替代课程。
同时可参考：选课时间与补退选[KB001]；补考安排查询[KB058]；重考和补考信息怎么关注[KB072]；本科期末考核信息在哪里查[KB067]。
来源：校园教务办事指南，引用编号：[KB033]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,毕业前怎么确认自己的学分够不够？,KB034,KB034,KB034|KB067|KB072|KB119|KB003,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「毕业学分审核」的说明：毕业学分审核。毕业资格审核以专业培养方案为依据，重点检查总学分、必修课、限选课、实践环节和公共选修课是否达标。学生应在毕业学年提前核对学业进度，发现学分缺口要及时补选课程或咨询学院。
同时可参考：本科期末考核信息在哪里查[KB067]；重考和补考信息怎么关注[KB072]；生涯咨询和简历面试辅导怎么预约[KB119]；成绩查询与复核[KB003]。
来源：校园教务办事指南，引用编号：[KB034]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,生病不能上课要怎么请假？,KB035,KB035,KB035|KB068|KB063|KB002|KB054,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「请假审批流程」的说明：请假审批流程。学生因病、因事不能参加课程学习或集体活动时，应通过学生事务系统提交请假申请，说明请假时间、原因和证明材料。短期请假由辅导员审批，涉及课程考核或较长时间离校的需学院进一步审核。
同时可参考：因病申请缓考需要哪些材料[KB068]；选课申请和代理选课怎么处理[KB063]；课程冲突处理[KB002]；保留入学资格[KB054]。
来源：学生日常管理指南，引用编号：[KB035]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,考试带了违规资料会怎么处理？,KB036,KB036,KB036|KB070|KB071|KB072|KB098,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「考试违纪处理」的说明：考试违纪处理。考试中携带违规资料、替考、抄袭或使用通讯设备均属于严重违纪行为。监考教师会记录事实并上报学院和教务处，学校将依据学生违纪处分办法处理，相关记录会影响评奖评优和学籍管理。
同时可参考：考试证件和考场纪律提醒[KB070]；选了课不参加考试有什么后果[KB071]；重考和补考信息怎么关注[KB072]；体育课退课和漏选怎么处理[KB098]。
来源：考试管理办法摘要，引用编号：[KB036]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,四六级报名信息异常找谁处理？,KB037,KB037,KB037|KB063|KB016|KB075|KB033,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「四六级报名提醒」的说明：四六级报名提醒。全国大学英语四、六级考试报名通常由学校教务处统一发布通知。学生需在规定时间内登录报名系统完成资格确认、缴费和信息核对，照片或学籍信息异常时应及时联系学院教学办公室处理。
同时可参考：选课申请和代理选课怎么处理[KB063]；校园网故障处理[KB016]；宿舍门禁和晚归异常怎么办[KB075]；重修报名流程[KB033]。
来源：考试管理办法摘要，引用编号：[KB037]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,图书馆座位预约后忘记签到会怎样？,KB038,KB038,KB038|KB088|KB086|KB051|KB007,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「图书馆座位预约」的说明：图书馆座位预约。图书馆自习座位可通过座位预约系统或移动端预约。预约成功后需在规定时间内扫码签到，超过签到时间未到会被记为违约。多次违约可能暂停预约权限，离开座位较久应主动签退。
同时可参考：图书馆空间和研习室怎么预约[KB088]；本科生可以借多少本书和续借几次[KB086]；心理咨询预约[KB051]；图书借阅期限与续借[KB007]。
来源：图书馆读者手册，引用编号：[KB038]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,图书馆没有我要的论文怎么办？,KB039,KB039,KB039|KB090|KB087|KB008|KB088,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「文献传递与馆际互借」的说明：文献传递与馆际互借。当本馆没有所需文献时，学生可通过图书馆文献传递或馆际互借系统提交申请，填写题名、作者、期刊、年份等信息。图书馆工作人员会协助从合作馆获取文献，部分服务可能产生费用。
同时可参考：论文查重、查收查引和科技查新找哪里[KB090]；校外怎么访问图书馆电子资源[KB087]；电子资源校外访问[KB008]；图书馆空间和研习室怎么预约[KB088]。
来源：图书馆读者手册，引用编号：[KB039]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,毕业离校时校园卡余额怎么退？,KB040,KB040,KB040|KB083|KB009|KB082|KB080,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「校园卡余额退款」的说明：校园卡余额退款。毕业、退学或离校时，学生可按学校通知办理校园卡余额退款。通常需先结清图书馆欠费、宿舍水电费等相关费用，再通过校园卡服务中心或线上平台提交退款申请。
同时可参考：毕业或离校时校园卡余额怎么办[KB083]；校园卡挂失与补办[KB009]；校园卡密码和消费限额怎么改[KB082]；校园卡有哪些充值方式[KB080]。
来源：校园卡服务指南，引用编号：[KB040]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,校园卡刷不开宿舍门禁怎么办？,KB041,KB041,KB041|KB075|KB084|KB083|KB081,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「校园卡门禁权限异常」的说明：校园卡门禁权限异常。校园卡无法刷开宿舍、实验楼或图书馆门禁时，可先确认卡片是否挂失、欠费或消磁。若卡片状态正常，应联系对应楼宇管理部门或校园卡服务中心刷新门禁权限。
同时可参考：宿舍门禁和晚归异常怎么办[KB075]；校园卡只能本人使用吗[KB084]；毕业或离校时校园卡余额怎么办[KB083]；NFC虚拟校园卡怎么开通使用[KB081]。
来源：校园卡服务指南，引用编号：[KB041]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,宿舍电费在哪里查？,KB042,KB042,KB042|KB012|KB076|KB043|KB073,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「宿舍水电费查询」的说明：宿舍水电费查询。宿舍水电费可通过后勤服务平台或宿舍自助终端查询。若出现余额不足或用量异常，应及时充值并核对房间号。对扣费有疑问时，可向宿舍管理中心或后勤能源服务窗口反馈。
同时可参考：宿舍报修流程[KB012]；宿舍卫生和安全检查要注意什么[KB076]；宿舍卫生检查[KB043]；宿舍设施损坏如何线上报修[KB073]。
来源：后勤服务手册，引用编号：[KB042]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,宿舍卫生检查主要查什么？,KB043,KB043,KB043|KB076|KB013|KB012|KB042,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「宿舍卫生检查」的说明：宿舍卫生检查。宿舍卫生检查通常由学院和宿舍管理中心联合开展，重点检查地面、桌面、阳台、用电安全和违禁物品。检查结果会作为文明宿舍评比、评奖评优和日常管理的重要参考。
同时可参考：宿舍卫生和安全检查要注意什么[KB076]；宿舍门禁时间[KB013]；宿舍报修流程[KB012]；宿舍水电费查询[KB042]。
来源：学生宿舍管理规定，引用编号：[KB043]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,校园邮箱怎么开通？,KB044,KB044,KB044|KB015|KB081|KB017|KB059,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「校园邮箱开通」的说明：校园邮箱开通。学生可使用统一身份认证登录校园邮箱系统，首次登录需按提示绑定手机号或安全邮箱。校园邮箱常用于接收学校通知、课程平台消息和实习就业信息，毕业离校后的保留期限以学校通知为准。
同时可参考：校园网账号开通[KB015]；NFC虚拟校园卡怎么开通使用[KB081]；统一身份认证密码重置[KB017]；校园无线网络连接[KB059]。
来源：网络信息中心服务指南，引用编号：[KB044]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,学校正版软件在哪里申请？,KB045,KB045,KB045|KB053|KB033|KB063|KB019,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「正版软件申请」的说明：正版软件申请。学校为师生提供部分正版软件授权服务。学生可登录网络信息中心软件服务平台，按软件名称查看授权范围、下载安装方式和激活说明。仅限学习科研使用，不得转借或用于商业用途。
同时可参考：在读证明办理[KB053]；重修报名流程[KB033]；选课申请和代理选课怎么处理[KB063]；助学金申请材料[KB019]。
来源：网络信息中心服务指南，引用编号：[KB045]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,家庭经济困难认定什么时候做？,KB046,KB046,KB046|KB111|KB112|KB019|KB114,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「家庭经济困难认定」的说明：家庭经济困难认定。家庭经济困难学生认定一般每学年组织一次。学生需在资助系统提交认定申请、个人承诺和相关说明材料，学院结合民主评议、家庭情况和系统数据审核，认定结果作为助学金等资助的重要依据。
同时可参考：家庭经济困难认定怎么做[KB111]；临时困难补助什么时候可以申请[KB112]；助学金申请材料[KB019]；助学贷款和绿色通道怎么办理[KB114]。
来源：学生资助与评优指南，引用编号：[KB046]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,优秀学生干部评选看哪些方面？,KB047,KB047,KB047|KB115|KB109|KB108|TJ0101,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「优秀学生干部评选」的说明：优秀学生干部评选。优秀学生干部评选主要面向班级、团学组织和学生社团中的学生骨干，考察思想表现、学习成绩、工作实绩和群众评价。候选人通常需由组织推荐、学院审核并公示。
同时可参考：荣誉称号和评优材料怎么准备[KB115]；奖学金评审一般看哪些条件[KB109]；社团年审和评优看哪些材料[KB108]；《国家学生体质健康标准》评分细则（大学生组）[TJ0101]。
来源：学生资助与评优指南，引用编号：[KB047]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,就业协议签约前要核对什么？,KB048,KB048,KB048|KB118|KB119|KB116|KB120,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「就业协议签约流程」的说明：就业协议签约流程。毕业生与用人单位达成就业意向后，应通过就业管理系统填写就业协议或网签信息。学院审核学生信息和单位信息后提交就业指导中心备案。签约前应认真核对岗位、薪酬、工作地点和违约条款。
同时可参考：就业协议和毕业去向怎么处理[KB118]；生涯咨询和简历面试辅导怎么预约[KB119]；就业指导中心主要提供哪些服务[KB116]；基层就业和重点领域项目如何了解[KB120]。
来源：就业指导服务手册，引用编号：[KB048]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
